,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,geolocation_lat,geolocation_lng,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_photos_qty,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,delivery_time
0,d1ec48f722227f712bd7c376e194dcc2,5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,-23.50634532242993,-51.696090205659,166029aa4dc1bed21f0d50ebdb4ef286,delivered,2018-04-02 09:09:45,2018-04-02 09:28:31,2018-04-16 14:02:55,2018-04-20 14:26:33,2018-05-10,1,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-04-16 09:28:31,116.99,57.08,moveis_escritorio,1.0,4981537a9c59c338f977f78d5d5d286c,5.0,,,2018-04-21,2018-04-22 17:40:39,18
1,d1ec48f722227f712bd7c376e194dcc2,5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,-23.50634532242993,-51.696090205659,166029aa4dc1bed21f0d50ebdb4ef286,delivered,2018-04-02 09:09:45,2018-04-02 09:28:31,2018-04-16 14:02:55,2018-04-20 14:26:33,2018-05-10,2,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-04-16 09:28:31,116.99,57.08,moveis_escritorio,1.0,4981537a9c59c338f977f78d5d5d286c,5.0,,,2018-04-21,2018-04-22 17:40:39,18
2,d1ec48f722227f712bd7c376e194dcc2,5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,-23.50634532242993,-51.696090205659,166029aa4dc1bed21f0d50ebdb4ef286,delivered,2018-04-02 09:09:45,2018-04-02 09:28:31,2018-04-16 14:02:55,2018-04-20 14:26:33,2018-05-10,3,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-04-16 09:28:31,116.99,57.08,moveis_escritorio,1.0,4981537a9c59c338f977f78d5d5d286c,5.0,,,2018-04-21,2018-04-22 17:40:39,18
3,d1ec48f722227f712bd7c376e194dcc2,5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,-23.50634532242993,-51.696090205659,166029aa4dc1bed21f0d50ebdb4ef286,delivered,2018-04-02 09:09:45,2018-04-02 09:28:31,2018-04-16 14:02:55,2018-04-20 14:26:33,2018-05-10,4,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-04-16 09:28:31,116.99,57.08,moveis_escritorio,1.0,4981537a9c59c338f977f78d5d5d286c,5.0,,,2018-04-21,2018-04-22 17:40:39,18
4,d1ec48f722227f712bd7c376e194dcc2,5fff3ec8fc85df5fe57190fd9b6543ed,86975,mandaguari,PR,-23.50634532242993,-51.696090205659,166029aa4dc1bed21f0d50ebdb4ef286,delivered,2018-04-02 09:09:45,2018-04-02 09:28:31,2018-04-16 14:02:55,2018-04-20 14:26:33,2018-05-10,5,a9516a079e37a9c9c36b9b78b10169e8,7c67e1448b00f6e969d365cea6b010ab,2018-04-16 09:28:31,116.99,57.08,moveis_escritorio,1.0,4981537a9c59c338f977f78d5d5d286c,5.0,,,2018-04-21,2018-04-22 17:40:39,18
5,9cae326cc4642d878c0cbf143ef29da7,e773a42bacfb194f0f480d9e52d0f688,86390,cambara,PR,-23.040032113250348,-50.07998674547623,38ec15a8c5ee8b06e98a7db4f56f066a,delivered,2017-06-24 10:50:33,2017-06-24 11:08:35,2017-06-26 15:16:34,2017-07-10 20:13:52,2017-07-18,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-06-29 11:08:35,89.9,15.38,cama_mesa_banho,1.0,889bd6683d2db12bda0a7ede0d0bd32b,5.0,,"Excelente vendedor, ótimo produto ",2017-07-11,2017-07-14 03:20:39,16
6,756e1eb5969f08ae7f463ea02e8b5587,408f8fa1bcd2f7f9c759d891c622f58d,83408,colombo,PR,-25.371298736141743,-49.18823376385825,fd188acaf0be6dba0ce1ec1ca5005ceb,delivered,2018-06-22 21:34:43,2018-06-22 21:58:40,2018-06-25 14:17:00,2018-07-03 06:36:53,2018-07-20,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2018-06-25 21:58:40,79.9,23.36,cama_mesa_banho,1.0,7f2e9a8382590d6c9550ce733ce8f746,5.0,,,2018-07-03,2018-07-03 23:20:59,11
7,0ea326425f455ed155649f875ca7a168,e8b6707b80fa473748e3cb30f7271ed1,87235,indianopolis,PR,-23.479429995816567,-52.69604553565791,b4f32b99da22c8263a0cf99ddd7cb55f,delivered,2017-05-19 13:05:48,2017-05-19 13:22:27,2017-05-19 14:56:07,2017-05-26 10:07:59,2017-06-13,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-05-26 13:22:27,89.9,15.38,cama_mesa_banho,1.0,97b01634dc8e83e3b23bc2af2d746ba9,5.0,,,2017-05-27,2017-05-30 13:20:51,7
8,9acb157c9da0db6d65c118f00c625c9b,0808eb9b0f2117c262a635a4f8bde1d2,85950,palotina,PR,-24.2874063973452,-53.83883336666032,c8f8f9f5df7a6ce2beaa9de85fbf8ca1,delivered,2018-02-09 14:33:23,2018-02-09 14:49:07,2018-02-14 20:15:45,2018-03-16 14:57:31,2018-03-12,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2018-02-15 14:49:07,86.9,21.1,cama_mesa_banho,1.0,310606df5c9c2d2a2423620280ec595b,5.0,,,2018-03-14,2018-03-19 12:34:23,35
9,18999498830a97a820aecdca59e84901,0d751000fd32619b009912a54a46a22c,85575,sao jorge d'oeste,PR,-25.70776347936545,-52.91847366274079,8177815f3ac5dbbcb7a0502a59a1646f,delivered,2017-10-23 20:55:23,2017-10-23 21:14:18,2017-10-24 21:33:36,2017-11-07 21:08:54,2017-11-22,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-10-27 21:14:18,89.9,21.12,cama_mesa_banho,1.0,e221e9adeb2a887af60b5b4012de7aad,4.0,,,2017-11-08,2017-11-08 23:59:24,15
